,speaker,utterance
3747,A,"Uh, I'll listen to shortwave quite a bit."
3748,A,"It gives you a whole different perspective on the news, uh, when you hear it from, say, a European point of view, or from the country of origin."
3749,B,Uh-huh.
3750,A,"Uh, I agree with you, too, on the, uh, uh, the cable channel, C N N and HEADLINE NEWS."
3751,A,"Uh, I'm not too satisfied with our local newspaper uh, which is why I rely on shortwave and, and then the cable, cable, C N N."
3752,B,Uh-huh.
3753,B,"I'm, uh, interested in the, in the shortwave aspect of it."
3754,B,"Uh, how do you find that the, the coverage from other places in the world uh, compares with the American coverage of,"
3755,B,"how do you think that, uh, the viewpoints differ?"
3756,A,"I think a lot of it is just, uh, the fact that in the U S you're so far removed, uh, in a lot of cases from, say, conflicts"
3757,A,"or, or it's not happening in your backyard"
3758,B,Uh-huh.
3759,A,"so it's, it's more of a, it's not as a personal, uh, the news isn't as personal in what we receive domestically than, than what's on shortwave."
3760,A,"It's, B B C is, uh, oh, I don't know the right word, is, is almost, uh,"
3761,A,they almost take all emotions out of it when they report it
3762,B,Uh-huh.
3763,A,"and it just,"
3764,A,they seem to give more of just the facts than opinions.
3765,B,"Do you think, then, that, uh, the American media is presenting an opinion along with their facts?"
3766,A,"Uh, very much so,"
3767,A,"very much so,"
3768,A,"and I, I think a lot of it is, uh, especially T V news,"
3769,A,"they don't really have the time and a lot of them don't have the education and the background to, uh, oh, to really decipher the news and to really explain it."
3770,A,"I mean, I, you know, I think it's important to interpret it,"
3771,A,"but a lot of times the person doesn't have the experience to, to do the interpreting."
3772,B,Uh-huh.
3773,B,"Which, uh, which approach do you find to be, uh, more useful, the, the interpretive approach or the straight reporting?"
3774,A,"Oh, I like the straight reporting."
3775,A,"Uh, and then I, I hope to be able to form my own opinion of it."
3776,A,"It's, it's nice to hear someone's interpretation of it"
3777,B,Uh-huh.
3778,A,"uh, I always think it's humorous when, when the President gives the State of the Union and, uh, for thirty minutes"
3779,A,and then for an hour and a half you hear different commentators explaining what you just heard.
3780,A,"And a lot of time I don't hear exactly what they, what they write into it."
3781,B,Uh-huh.
3782,A,"So I, overall, I think I would rather hear just straight reporting."
3783,B,"One of the things that I found interesting last year during the, uh, the Gulf conflict was a sentiment against, uh, Peter Arnett, who had stayed in Iraq and was presenting, uh, some of the things that were available."
3784,B,"Uh, there was a, there was, uh, a piece where he was showing a bombed out building where there was obviously a crudely, uh, uh, hastily erected sign saying baby milk factory,"
3785,B,"and while he was being severely, uh, censored and could not make any judgment call on this, it was fairly obvious that it was a piece of propaganda,"
3786,B,"but people were really down on him for reporting the fact that, you know, this isn't a baby milk factory,"
3787,B,"how could he say it was, uh,"
3788,B,"I, I think that, that to me showed that the Americans were really getting used to having the, not just the facts, but also the conclusions and opinions spoon fed to them."
3789,A,"Yeah,"
3790,A,"I, I think people are, people have that opinion."
3791,A,"They, they want to sit down in front of the TV and, uh, or at a, read a magazine or U S A TODAY and read in four paragraphs, uh, and, and find out"
3792,B,"So, let's talk about the, uh, wonderful abuses in the State of Pennsylvania of personal property taxes whereby you can purchase something mail order"
3793,B,"and after the fact, the State of Pennsylvania can find out about it and send you a bill for the sales tax appropriate to that item that you purchased as well as interest and penalties from the time that you bought it."
3794,B,What do you think?
3795,B,Is Pennsylvania kind of out of line there?
3796,A,"Well, actually, I don't think they're out of line."
3797,A,"Devil's advocate possibly,"
3798,A,"but it, you are trying to avoid paying taxes"
3799,A,"and whether or not you agree with that law, you're still circumventing it."
3800,A,"You are legal in, in your circumvention of that law."
3801,B,"What, what if you're not doing it in order to circumvent the law though?"
3802,B,"I mean what if you don't even realize that you're subject to paying, uh, income tax on something that you purchase mail order?"
3803,A,"Really, I, I, I don't think that's a valid argument."
3804,A,I think that most people are quite aware they're not paying that six percent sales tax.
3805,A,"Um, naturally some, some things you just can't find in your local K-Mart or, or, uh, Bryn Mawr stereo dealer."
3806,A,"Uh, but then why not pay, pay the sales tax"
3807,A,"Corporations have to,"
3808,A,"why should an individual just because it's, just because the state can't really find out about it, be able to avoid paying sales tax?"
3809,B,"Well, I mean, it seems to me that, generally, at least in my own experience, when I purchase something mail order, it's not to circumvent paying sales tax to the State of Pennsylvania."
3810,B,"It's because, I'm sorry, the Commonwealth of Pennsylvania."
3811,A,Yes.
3812,B,"Uh, it's because I, I can't find the item that I want at a competitive price anywhere in my local area."
3813,B,So I go outside the area for that.
3814,B,"And I think that it's not my responsibility to police myself and pay Pennsylvania what they believe they are owed even though, you know, the revenue stream went to another state."
3815,B,"I don't, I don't think that that's my responsibility as a, as a conscientious consumer."
3816,A,"I, I'll agree it, it's not your responsibility"
3817,A,"but, is it also legal, for you to do that?"
3818,A,"from what I understand from various net readings, it, the Federal government is going to try to legislate a more aggressive enforcement of state tax schemes, uh, in, into place in the next few years."
3819,A,"It is, it is a lost revenue stream right now"
3820,A,and states can use all the revenue they can get.
3821,A,"With some, with something like that, do your arguments still apply?"
3822,B,"Well, I think that if, if policy is established and if a mechanism is put into place to promote the collection of taxes in this fashion, then I don't argue with it."
3823,B,"Because it's not a burden on the consumer to remember that oh, I bought this out of state."
3824,B,I need to Xerox the receipt and make out a check for six percent and send it to Pennsylvania.
3825,A,Which is exactly what businesses do at the present.
3826,B,Right.
3827,B,But the point is is that businesses do that.
3828,B,The business that you purchase the thing from is responsible for collecting the appropriate sales tax and forwarding it to the state in question.
3829,B,That's a cost of doing business.
3830,B,The burden  shouldn't be placed on the consumer.
3831,A,"And I, I  I was actually talking about businesses purchasing something mail order and then having, having to pay sales tax on it."
3832,B,Uh.
3833,A,"That's my understanding of the way, uh, the way it works."
3834,A,"Usually, the, the person ordering doesn't pay."
3835,A,"But the accounting department will, uh, suck up all the bills at the end of the month and realize how much they have to pay."
3836,A,"And there there are some substantial, nasty penalties, um, if you, if businesses try to avoid that."
3837,B,"Uh, do you mean businesses from the point of view as, of, of selling things to a consumer and  then being responsible for the sales tax? Or purchasing."
3838,A,No.
3839,A,"Businesses, uh if purchasing things mail order,"
3840,A,"if, if I'm a computer consulting firm and I see these, this great deal on forty-six mother boards, uh, from, from say Utah."
3841,A,"Um, I, I might buy the mother boards from Utah but then still have to pay Pennsylvania sales tax."
3842,A,My accounting department will at the end of the month.
3843,A,I think that I think that's the way things work in Pennsylvania.
3844,A,"And I know they work that way in, uh, say here in D C."
3845,B,Yeah.
3846,B,"See I'm unfamiliar with that because I don't, I never see that end of the business."
3847,A,Yeah.
3848,B,"So, my only experience has been from the point of view of a consumer."
3849,B,"Uh, but, if that's the case, if the business is responsible for policing themselves, then I think some well defined mechanisms need to be in place so that, uh, the opportunity to forget that you owe sales tax for something, uh, can be avoided."
3850,A,That's true.
3851,A,"a a big hole does exist right now, uh, in that consumers can just say oh, I, I forgot that."
3852,A,"There, there is no well defined mechanism at all"
3853,A,"and, and that it is a a loss. I, I think is that the Federal government will try to establish a mechanism just to do just that in in order to gain the revenue that's being lost."
3854,A,"Uh, I mean, I, I don't know if I agree with that."
3855,A,"But it, but,"
3856,A,Kathy?
3857,B,Uh-huh.
3858,B,"Do you,"
3859,A,"So, what is your, uh, family,"
3860,A,what do you usually do as far as budgeting?
3861,B,We have a very detailed budget. Because my husband is a finance major.
3862,A,Uh-huh.
3863,B,"And we have, you know, we have money that we take out each month that we, uh, you know, for food and, and for, for gas and things like that."
3864,B,"And then we put aside so much money each month for birthdays and for Christmas and for, uh, other things."
3865,A,Uh-huh.
3866,B,Then we take our major purchases we want to make during that year
3867,B,"and we budget them into what we call our, our needs and wants list."
3868,A,Uh-huh.
3869,B,"And so, uh, the things that, like a vacation."
3870,B,We have a vacation fund.
3871,B,"We have a fund for the things we need. And then a, for the things that we want."
3872,A,Uh-huh.
3873,B,"And, uh, and we're continually putting into those, you know, each month how much we're going to need"
3874,B,and then we know the month that we're going to have enough to get that particular item.
3875,A,Uh-huh.
3876,B,So we very rarely buy anything on credit.
3877,B,Everything we buy is paid for.
3878,A,Yeah.
3879,A,My husband is a finance major also
3880,A,"And, uh, we kind of have the same plan."
3881,A,"Uh, we have one credit card"
3882,A,"and every month we put, uh, you know, the same amount in for retirement."
3883,A,"Uh, and we budget, we're, our, our new thing to our budget is we just had a baby."
3884,A,"So we're, budgeting, uh, each month, uh, an allowance for his education starting now."
3885,B,Right.
3886,B,Right.
3887,A,So that's in our budget every month now.
3888,A,That's the newest addition.
3889,A,"But we too do the same thing as far as, uh,"
3890,A,we have a set amount
3891,A,"we take, oh, one big vacation a year and then maybe, you know, three small vacations."
3892,A,"So we, you know, an, exact amount that we spend on that each year."
