,section,text
3019,METHODS,Development of dentine caries and sealant retention over 24 months in the molars in the two sealant-using groups was compared in this report .
3020,METHODS,Outcome on cost-effectiveness of all four groups over 36 months will be reported elsewhere .
3021,RESULTS,"At baseline , a total of 280 children ( 383 molars ) with mean age 7.8 years were involved for the two sealant groups ."
3022,RESULTS,"After 24 months , 261 children ( 357 molars ) were followed ."
3023,RESULTS,"Proportions of molars with dentine caries were 7.3 % and 3.9 % in the ART sealant and fluoride-releasing resin sealant groups , respectively ( chi-square test , p = 0.171 ) ."
3024,RESULTS,Life-table survival analysis showed that sealant retention ( full and partial ) rate over 24 months for the resin sealant ( 73 % ) was significantly higher than that ( 50 % ) for the ART sealant ( p < 0.001 ) .
3025,RESULTS,Molar survival ( no development of dentine caries ) rates in the ART sealant ( 93 % ) and fluoride-releasing resin sealant ( 96 % ) groups were not significantly different ( p = 0.169 ) .
3026,RESULTS,Multilevel logistic regression ( GEE modeling ) accounting for the effects of data clustering and confounding factors confirmed this finding .
3027,CONCLUSIONS,"Though the retention of fluoride-releasing resin sealant was better than that of the ART sealant , their effectiveness in preventing fissure caries in permanent molars did not differ significantly over 24 months ."
3028,CONCLUSIONS,ART sealants could be a good alternative when and where resources for resin sealant placement are not readily available .
3029,BACKGROUND,Introduction of calcineurin inhibitors had led to improved survival rates in liver transplant recipients .
3030,BACKGROUND,"However , long-term use of calcineurin inhibitors is associated with a higher risk of chronic renal failure , neurotoxicity , de novo malignancies , recurrence of hepatitis C viral ( HCV ) infection and hepatocellular carcinoma ."
3031,BACKGROUND,"Several studies have shown that everolimus has the potential to provide protection against viral replication , malignancy , and progression of fibrosis , as well as preventing nephrotoxicity by facilitating calcineurin inhibitor reduction without compromising efficacy ."
3032,BACKGROUND,The Hephaistos study evaluates the beneficial effects of early initiation of everolimus in de novo liver transplant recipients .
3033,METHODS,"Hephaistos is an ongoing 12-month , multi-center , open-label , controlled study aiming to enroll 330 de novo liver transplant recipients from 15 centers across Germany ."
3034,METHODS,"Patients are randomized in a 1:1 ratio ( 7-21days post-transplantation ) to receive everolimus ( trough levels 3-8ng / mL ) with reduced tacrolimus ( trough levels < 5ng/mL ) , or standard tacrolimus ( trough levels 6-10ng / mL ) after entering a run-in period ( 3-5days post-transplantation ) ."
3035,METHODS,"In the run-in period , patients are treated with induction therapy , mycophenolate mofetil , tacrolimus , and corticosteroids according to local practice ."
3036,METHODS,Randomization is stratified by HCV status and model of end-stage liver disease scores at transplantation .
3037,METHODS,The primary objective of the study is to exhibit superior renal function ( estimated glomerular filtration rate assessed by the Modification of Diet in Renal Disease ( MDRD ) -4 formula ) with everolimus plus reduced tacrolimus compared to standard tacrolimus at Month 12 .
3038,METHODS,"Other objectives are : to assess the incidence of treated biopsy-proven acute rejection , graft loss , or death ; the incidences of components of the composite efficacy endpoint ; renal function via estimated glomerular filtration rate using various formulae ( MDRD-4 , Nankivell , Cockcroft-Gault , chronic kidney disease epidemiology collaboration and Hoek formulae ) ; the incidence of proteinuria ; the incidence of adverse events and serious adverse events ; the incidence and severity of cytomegalovirus and HCV infections and HCV-related fibrosis ."
3039,CONCLUSIONS,"This study aims to demonstrate superior renal function , comparable efficacy , and safety in de novo liver transplant recipients receiving everolimus with reduced tacrolimus compared with standard tacrolimus ."
3040,CONCLUSIONS,This study also evaluates the antiviral benefit by early initiation of everolimus .
3041,BACKGROUND,NCT01551212 .
3042,OBJECTIVE,"To compare the hemostatic effects of local packing of Nasopore combined with hemocoagulase injection and local packing of Nasopore combined with saline injection for postoperative management of functional endoscopic sinus surgery by a double-blind , randomized control clinical trial ."
3043,METHODS,"Sixty-eight cases of chronic sinusitis needed functional endoscopic sinus surgery were randomly divided into the experimental group of 40 cases and control group of 28 cases , respectively ."
3044,METHODS,"For the experimental group , 1 U of hemocoagulase dissolved in 0.5 ml saline was injected into Nasopore which was packed into the nasal cavity after operation ."
3045,METHODS,"For the control group , 0.5 ml of saline was injected ."
3046,METHODS,The postoperative bleeding of the two groups were scored by visual analogue scale .
3047,RESULTS,"There was statistically significant difference between the bleeding VAS scores assessed 6 hours and the ones assessed 1 , 2 and 3 days after the operation in the control group ( P < 0.05 ) ."
3048,RESULTS,There was the statistically significant difference between the bleeding VAS scores of experimental group and control group assessed 6 h after the operation ( P < 0.05 ) .
3049,CONCLUSIONS,The hemocoagulase may improve the hemostatic effect of Nasopore 6 hours after the operation by combined injection with Nasopore as nasal cavity packing .
3050,BACKGROUND,"To follow up on a recent report from our lab [ Hum Psychopharmacol 25:359 -367 , 2010 . ]"
3051,BACKGROUND,"we examined the effects of caffeine on salivary - amylase ( sAA ) activity in response to an engaging , non-stressful task in healthy young males ( age 18-30 yrs ) who consumed caffeine on a daily basis ."
3052,BACKGROUND,"Using a placebo-controlled , double-blind , between-subjects design , 45 men received either placebo , 200 mg or 400 mg of caffeine ( Vivarin ) ."
3053,BACKGROUND,"Participants then rested for 20 minutes , and performed a 20-minute computerized air traffic controller-like task that was cognitively engaging but not stressful ."
3054,BACKGROUND,"Saliva samples ( assayed for sAA and cortisol ) , blood pressure , and heart rate were taken before ( baseline ) and 15 minutes after the computerized task ."
3055,RESULTS,"Systolic and diastolic blood pressure and sAA activity increased across the laboratory session ( F 's > 9.20 , p 's < 0.05 ) ; salivary cortisol levels decreased ( F = 16.17 , p < 0.05 ) ."
3056,RESULTS,"There were no main effects for caffeine administration on sAA , salivary cortisol , or cardiovascular measures , and caffeine did not interact with the task to alter these measures ."
3057,CONCLUSIONS,"Laboratory administered caffeine does not alter sAA activity , even when sAA activity is stimulated by participating in a cognitively engaging task ."
3058,CONCLUSIONS,"These data demonstrate that caffeine administration does not affect sAA activity , at least in healthy young men who regularly consume caffeine ."
3059,CONCLUSIONS,Results support recent findings that basal caffeine levels in habitual caffeine users are not associated with basal sAA activity and that daily caffeine intake and diurnal sAA activity are not related .
3060,BACKGROUND,"The present randomized , two-period , cross-over bioequivalence study compared two soft capsules of etoposide ( test and reference formulations ) , in treating 18 advanced lung cancer patients ."
3061,METHODS,"The pharmacokinetic parameters were determined based on the concentrations of etoposide , using HPLC with fluorescence detector ."
3062,METHODS,"In each of the two study periods , a single dose of test or reference product was administered ."
3063,METHODS,"The pharmacokinetic parameters assessed included area under the plasma concentration-time curve ( AUC ( 0-12h ) ) from 0 to 12 hours , AUC ( 0-T ) from time zero to infinity , the peak plasma concentration of the drug ( C ( max ) ) , time to achieve C ( max ) , and the elimination half-life ."
3064,RESULTS,"Comparison of the test and reference products containing etoposide showed that geometric mean ratios ( 90 % confidence interval ( CI ) ) of AUC ( 0-T ) , AUC ( 0 - ) , and C ( max ) were 99.7 % ( 92.1 - 103.7 % ) , 99.4 % ( 92.3 - 105.2 % ) , and 101.5 % ( 94.2 - 109.6 % ) , respectively ."
3065,RESULTS,Both AUC and C ( max ) ratio 90 % CI of test and reference formulations were within its acceptable range for bioequivalence .
3066,RESULTS,The values of tmax and t1/2 were not found to have a statistically significant difference between the test and the reference drug ( p > 0.05 ) .
3067,RESULTS,No adverse events occurred in this bioequivalence study .
3068,CONCLUSIONS,The two etoposide soft capsules ( the test and reference formulations ) were bioequivalent .
3069,OBJECTIVE,Low-dose acetylsalicylic acid ( ASA ; aspirin ) for secondary prevention reduces cardiovascular disease mortality risk .
3070,OBJECTIVE,"ASA acetylates cyclooxygenase in the portal circulation and is rapidly ( half-life , 20 min ) hydrolyzed ."
3071,OBJECTIVE,"Certain patients with cardiovascular disease may exhibit high on-therapy platelet reactivity as a result of high platelet turnover , a process whereby platelets are produced and are active beyond the duration of antiplatelet coverage provided by once-daily immediate-release ( IR ) ASA ."
3072,OBJECTIVE,"A once-daily , extended-release ( ER ) ASA formulation using ER microcapsule technology was developed to release ASA over the 24-h dosing interval and reduce maximal plasma concentrations to spare peripheral endogenous endothelial prostacyclin production ."
3073,METHODS,"Healthy adults ( n = 50 ) were randomized in a crossover study to receive two different ER-ASA single doses ( up to 325 mg ) and two different IR-ASA single doses ( up to 81 mg ) in four periods , each separated by 14 days ."
3074,METHODS,"Pharmacodynamics was assessed by measuring serum thromboxane B2 ( TXB2 ) , urine 11-dehydro-TXB2 , and arachidonic acid-induced platelet aggregation ."
3075,METHODS,Pharmacokinetics was determined for ASA and salicylic acid ( SA ) .
3076,RESULTS,Both formulations produced dose-dependent inhibition on all pharmacodynamic parameters .
3077,RESULTS,Marked inhibition of TXB2 and 11-dehydro-TXB2 was maintained over the 24-h dosing interval after a dose of 81 mg ER-ASA or 40 mg IR-ASA .
3078,RESULTS,"The dose required to achieve 50 % of maximum TXB2 inhibition with ER-ASA was 49.9 mg versus 29.6 mg for IR-ASA , for a similar maximum pharmacodynamic effect ( 98.9 % TXB2 inhibition ) ."
3079,RESULTS,This suggests that an approximately twofold greater ER-ASA dose ( 162.5 mg ) is necessary to obtain the same response as that of IR-ASA 81 mg .
3080,RESULTS,Peak ASA concentrations were lower and Tmax was longer with ER-ASA versus IR-ASA .
3081,RESULTS,Administration of IR-ASA resulted in a dose-normalized mean Cmax of ASA that was approximately sixfold higher than that for ER-ASA and a Cmax of SA approximately two - to threefold higher than that for ER-ASA .
